recipe_id,co2e_kg,n_ingr,n_sr,n_exact,n_gen,usda_pct,exact_mass_pct,generic_pct
RCP05374,4.88881,8,5,1,2,62.5,12.5,25.0
RCP05375,4.784835,13,6,5,2,46.2,38.5,15.4
RCP05376,6.607972500000001,8,4,2,2,50.0,25.0,25.0
RCP05377,5.4851600000000005,12,7,3,2,58.3,25.0,16.7
RCP05378,21.456494999999997,10,5,2,3,50.0,20.0,30.0
RCP05379,1.67672,9,6,2,1,66.7,22.2,11.1
RCP05380,1.7413949999999998,6,4,1,1,66.7,16.7,16.7
RCP05381,9.16518,7,4,1,2,57.1,14.3,28.6
RCP05382,29.497647500000003,14,9,3,2,64.3,21.4,14.3
RCP05383,13.91083,9,3,2,4,33.3,22.2,44.4
RCP05384,8.1285,5,3,1,1,60.0,20.0,20.0
RCP05385,5.060215,14,10,3,1,71.4,21.4,7.1
RCP05386,1.37385,5,2,2,1,40.0,40.0,20.0
RCP05387,8.023289999999998,13,8,1,4,61.5,7.7,30.8
RCP05388,0.4194,5,2,1,2,40.0,20.0,40.0
RCP05389,11.72189,8,3,3,2,37.5,37.5,25.0
RCP05390,6.502394999999999,16,7,7,2,43.8,43.8,12.5
RCP05391,2.7208499999999995,9,4,1,4,44.4,11.1,44.4
RCP05392,27.3739375,7,5,1,1,71.4,14.3,14.3
RCP05393,26.809295,11,7,1,3,63.6,9.1,27.3
RCP05394,5.102716999999999,15,8,2,5,53.3,13.3,33.3
RCP05395,0.8371700000000001,13,10,1,2,76.9,7.7,15.4
RCP05396,34.861149999999995,15,6,2,7,40.0,13.3,46.7
RCP05397,10.674635,17,9,3,5,52.9,17.6,29.4
RCP05398,21.104644999999998,8,4,3,1,50.0,37.5,12.5
RCP05399,6.07608,13,6,4,3,46.2,30.8,23.1
RCP05400,25.185346499999994,14,6,2,6,42.9,14.3,42.9
RCP05401,10.887769999999998,8,3,2,3,37.5,25.0,37.5
RCP05402,8.551142,8,3,1,4,37.5,12.5,50.0
RCP05403,14.299104999999999,8,4,2,2,50.0,25.0,25.0
RCP05404,26.86346,14,7,3,4,50.0,21.4,28.6
RCP05405,1.2610649999999999,12,9,1,2,75.0,8.3,16.7
RCP05406,7.9830499999999995,5,2,1,2,40.0,20.0,40.0
RCP05407,8.153724000000002,9,5,1,3,55.6,11.1,33.3
RCP05408,61.515154499999994,19,12,2,5,63.2,10.5,26.3
RCP05409,1.9460099999999998,8,5,1,2,62.5,12.5,25.0
RCP05410,3.768735,9,5,1,3,55.6,11.1,33.3
RCP05411,5.27238,7,5,1,1,71.4,14.3,14.3
RCP05412,6.863235,9,3,1,5,33.3,11.1,55.6
RCP05413,3.872881,17,10,3,4,58.8,17.6,23.5
RCP05414,3.44398,8,5,2,1,62.5,25.0,12.5
RCP05415,14.119224999999998,13,5,3,5,38.5,23.1,38.5
RCP05416,41.793906,17,9,3,5,52.9,17.6,29.4
RCP05417,9.062175,6,3,1,2,50.0,16.7,33.3
RCP05418,45.63810500000001,13,8,2,3,61.5,15.4,23.1
RCP05419,7.7479499999999994,6,2,1,3,33.3,16.7,50.0
RCP05420,3.0572925,8,4,1,3,50.0,12.5,37.5
RCP05421,2.031495,6,3,1,2,50.0,16.7,33.3
RCP05422,13.89648,5,2,2,1,40.0,40.0,20.0
RCP05423,2.0787,6,2,2,2,33.3,33.3,33.3
RCP05424,21.58224,8,4,1,3,50.0,12.5,37.5
RCP05425,1.709527,11,7,1,3,63.6,9.1,27.3
RCP05426,40.91971000000001,8,5,1,2,62.5,12.5,25.0
RCP05427,1.551362,6,3,1,2,50.0,16.7,33.3
RCP05428,3.4078500000000003,5,3,1,1,60.0,20.0,20.0
RCP05429,2.0686299999999997,8,5,1,2,62.5,12.5,25.0
RCP05430,1.4903999999999997,5,2,1,2,40.0,20.0,40.0
RCP05431,18.779778999999994,19,11,2,6,57.9,10.5,31.6
RCP05432,12.31482,8,2,1,5,25.0,12.5,62.5
RCP05433,4.943309999999999,18,11,2,5,61.1,11.1,27.8
RCP05434,4.59525,5,3,1,1,60.0,20.0,20.0
RCP05435,19.705657000000002,9,3,3,3,33.3,33.3,33.3
RCP05436,18.327899999999996,5,3,1,1,60.0,20.0,20.0
RCP05437,1.8875099999999998,12,9,2,1,75.0,16.7,8.3
RCP05438,6.366891000000001,13,4,4,5,30.8,30.8,38.5
RCP05439,2.1744625,7,5,1,1,71.4,14.3,14.3
RCP05440,32.92882999999999,12,6,4,2,50.0,33.3,16.7
RCP05441,6.792083,14,7,2,5,50.0,14.3,35.7
RCP05442,10.231247499999998,13,9,2,2,69.2,15.4,15.4
RCP05443,40.970459999999996,9,3,2,4,33.3,22.2,44.4
RCP05444,11.37932,9,5,1,3,55.6,11.1,33.3
RCP05445,13.5824995,11,7,1,3,63.6,9.1,27.3
RCP05446,13.8149365,13,7,2,4,53.8,15.4,30.8
RCP05447,4.001810000000001,8,3,2,3,37.5,25.0,37.5
RCP05448,3.38963,14,6,3,5,42.9,21.4,35.7
RCP05449,25.08985,5,2,1,2,40.0,20.0,40.0
RCP05450,3.75394,8,5,1,2,62.5,12.5,25.0
RCP05451,17.28328,7,3,2,2,42.9,28.6,28.6
RCP05452,1.55765,5,2,1,2,40.0,20.0,40.0
RCP05453,5.61525,5,2,2,1,40.0,40.0,20.0
RCP05454,4.95661,17,9,3,5,52.9,17.6,29.4
RCP05455,41.483830000000005,12,5,4,3,41.7,33.3,25.0
RCP05456,1.17733,8,4,3,1,50.0,37.5,12.5
RCP05457,19.576420000000002,7,2,2,3,28.6,28.6,42.9
RCP05458,17.4716,19,9,2,8,47.4,10.5,42.1
RCP05459,13.771244999999999,7,3,2,2,42.9,28.6,28.6
RCP05460,13.5536,9,6,1,2,66.7,11.1,22.2
RCP05461,25.252254,8,4,1,3,50.0,12.5,37.5
RCP05462,21.57494,8,4,2,2,50.0,25.0,25.0
RCP05463,1.07427,11,5,2,4,45.5,18.2,36.4
RCP05464,7.32835,11,3,2,6,27.3,18.2,54.5
RCP05465,15.345524999999997,9,7,1,1,77.8,11.1,11.1
RCP05466,4.707,8,2,2,4,25.0,25.0,50.0
RCP05467,28.3273,9,6,1,2,66.7,11.1,22.2
RCP05468,10.21198,12,4,2,6,33.3,16.7,50.0
RCP05469,2.77017,7,3,2,2,42.9,28.6,28.6
RCP05470,35.69822,5,3,1,1,60.0,20.0,20.0
RCP05471,8.793015,8,6,1,1,75.0,12.5,12.5
RCP05472,13.0518,17,9,4,4,52.9,23.5,23.5
RCP05473,1.61504,7,4,1,2,57.1,14.3,28.6
RCP05474,11.8435675,18,12,2,4,66.7,11.1,22.2
RCP05475,2.0252325,14,9,2,3,64.3,14.3,21.4
RCP05476,4.635070000000001,9,5,3,1,55.6,33.3,11.1
RCP05477,10.907409999999999,5,2,1,2,40.0,20.0,40.0
RCP05478,7.21297,7,3,2,2,42.9,28.6,28.6
RCP05479,6.3260625,11,5,2,4,45.5,18.2,36.4
RCP05480,10.0382875,18,14,2,2,77.8,11.1,11.1
RCP05481,23.117362500000002,5,3,1,1,60.0,20.0,20.0
RCP05482,40.049929999999996,8,3,1,4,37.5,12.5,50.0
RCP05483,18.859064999999998,8,6,1,1,75.0,12.5,12.5
RCP05484,0.7207799999999999,6,3,1,2,50.0,16.7,33.3
RCP05485,4.25505,5,3,1,1,60.0,20.0,20.0
RCP05486,6.074720000000001,13,7,2,4,53.8,15.4,30.8
RCP05487,10.586112499999999,13,9,3,1,69.2,23.1,7.7
RCP05488,8.8494545,19,11,3,5,57.9,15.8,26.3
RCP05489,21.141055,11,6,2,3,54.5,18.2,27.3
RCP05490,7.199846,8,3,1,4,37.5,12.5,50.0
RCP05491,4.47605,6,2,2,2,33.3,33.3,33.3
RCP05492,7.202050000000002,10,6,2,2,60.0,20.0,20.0
RCP05493,9.880840000000001,14,6,2,6,42.9,14.3,42.9
RCP05494,38.003409999999995,9,4,1,4,44.4,11.1,44.4
RCP05495,1.4273749999999998,11,8,1,2,72.7,9.1,18.2
RCP05496,10.251572000000001,17,7,2,8,41.2,11.8,47.1
RCP05497,2.8793599999999997,17,11,1,5,64.7,5.9,29.4
RCP05498,10.870575,13,4,2,7,30.8,15.4,53.8
RCP05499,19.77882,7,4,1,2,57.1,14.3,28.6
RCP05500,2.80365,6,2,2,2,33.3,33.3,33.3
RCP05501,1.1923099999999998,14,10,1,3,71.4,7.1,21.4
RCP05502,56.622285,5,3,1,1,60.0,20.0,20.0
RCP05503,22.9584175,12,7,2,3,58.3,16.7,25.0
RCP05504,2.023455,14,8,3,3,57.1,21.4,21.4
RCP05505,28.84838,19,12,3,4,63.2,15.8,21.1
RCP05506,20.397015,10,6,2,2,60.0,20.0,20.0
RCP05507,13.9473465,13,6,4,3,46.2,30.8,23.1
RCP05508,7.01229,13,6,2,5,46.2,15.4,38.5
RCP05509,3.4201599999999996,8,5,2,1,62.5,25.0,12.5
RCP05510,11.566549,13,7,2,4,53.8,15.4,30.8
RCP05511,11.569321,19,11,4,4,57.9,21.1,21.1
RCP05512,7.993664999999999,12,7,2,3,58.3,16.7,25.0
RCP05513,4.38183,9,5,2,2,55.6,22.2,22.2
RCP05514,4.59467,7,2,3,2,28.6,42.9,28.6
RCP05515,42.121120000000005,9,5,2,2,55.6,22.2,22.2
RCP05516,31.037585,8,5,1,2,62.5,12.5,25.0
RCP05517,0.72,8,6,1,1,75.0,12.5,12.5
RCP05518,5.5399,9,4,1,4,44.4,11.1,44.4
RCP05519,3.0411900000000003,12,6,1,5,50.0,8.3,41.7
RCP05520,4.7879190000000005,9,4,1,4,44.4,11.1,44.4
RCP05521,14.815059999999999,15,7,3,5,46.7,20.0,33.3
RCP05522,1.4452099999999999,9,4,1,4,44.4,11.1,44.4
RCP05523,5.2027350000000006,8,3,1,4,37.5,12.5,50.0
RCP05524,19.418158,12,5,1,6,41.7,8.3,50.0
RCP05525,41.367315,8,3,2,3,37.5,25.0,37.5
RCP05526,3.1912780000000005,15,8,2,5,53.3,13.3,33.3
RCP05527,3.6392500000000005,7,5,1,1,71.4,14.3,14.3
RCP05528,1.6497199999999996,8,4,1,3,50.0,12.5,37.5
RCP05529,48.280401,10,4,2,4,40.0,20.0,40.0
RCP05530,21.68987,12,7,2,3,58.3,16.7,25.0
RCP05531,14.1902825,10,4,2,4,40.0,20.0,40.0
RCP05532,10.150987999999998,12,5,2,5,41.7,16.7,41.7
RCP05533,12.675549999999998,6,2,1,3,33.3,16.7,50.0
RCP05534,17.2046,5,2,1,2,40.0,20.0,40.0
RCP05535,5.6612,12,5,4,3,41.7,33.3,25.0
RCP05536,30.951659999999997,12,9,2,1,75.0,16.7,8.3
RCP05537,1.12381,8,5,1,2,62.5,12.5,25.0
RCP05538,7.59707,8,3,2,3,37.5,25.0,37.5
RCP05539,2.6664399999999997,6,3,2,1,50.0,33.3,16.7
RCP05540,36.895805,14,8,2,4,57.1,14.3,28.6
RCP05541,1.307,8,4,1,3,50.0,12.5,37.5
RCP05542,0.98573,9,6,1,2,66.7,11.1,22.2
RCP05543,20.406769999999998,13,6,2,5,46.2,15.4,38.5
RCP05544,8.271645000000001,12,8,1,3,66.7,8.3,25.0
RCP05545,23.185370000000002,8,4,2,2,50.0,25.0,25.0
RCP05546,3.0060249999999997,8,5,1,2,62.5,12.5,25.0
RCP05547,2.48054,8,5,1,2,62.5,12.5,25.0
RCP05548,1.00962,7,5,1,1,71.4,14.3,14.3
RCP05549,10.463869999999998,12,9,2,1,75.0,16.7,8.3
RCP05550,18.5941,6,3,1,2,50.0,16.7,33.3
RCP05551,5.666845,13,5,1,7,38.5,7.7,53.8
RCP05552,1.0102,5,2,2,1,40.0,40.0,20.0
RCP05553,47.294155499999995,12,6,3,3,50.0,25.0,25.0
RCP05554,37.459714999999996,14,8,2,4,57.1,14.3,28.6
RCP05555,43.772878,13,5,3,5,38.5,23.1,38.5
RCP05556,14.81943,8,3,2,3,37.5,25.0,37.5
RCP05557,18.70724,6,4,1,1,66.7,16.7,16.7
RCP05558,12.770319999999998,7,3,1,3,42.9,14.3,42.9
RCP05559,20.71254,6,3,1,2,50.0,16.7,33.3
RCP05560,27.993829999999996,13,6,1,6,46.2,7.7,46.2
RCP05561,13.154639,12,4,2,6,33.3,16.7,50.0
RCP05562,14.60825,19,9,4,6,47.4,21.1,31.6
RCP05563,19.793419999999998,18,9,2,7,50.0,11.1,38.9
RCP05564,23.940185000000007,12,8,1,3,66.7,8.3,25.0
RCP05565,20.730805,7,4,2,1,57.1,28.6,14.3
RCP05566,0.76305,6,2,1,3,33.3,16.7,50.0
RCP05567,11.28669,13,8,1,4,61.5,7.7,30.8
RCP05568,0.6561600000000001,9,6,1,2,66.7,11.1,22.2
RCP05569,57.45466999999999,7,3,1,3,42.9,14.3,42.9
RCP05570,1.6200899999999998,8,4,1,3,50.0,12.5,37.5
RCP05571,41.43289250000001,14,6,3,5,42.9,21.4,35.7
RCP05572,46.76595100000001,9,4,2,3,44.4,22.2,33.3
RCP05573,59.68545,6,3,1,2,50.0,16.7,33.3
RCP05574,29.0770725,16,9,2,5,56.2,12.5,31.2
RCP05575,1.13003,8,4,3,1,50.0,37.5,12.5
RCP05576,1.9086900000000002,6,4,1,1,66.7,16.7,16.7
RCP05577,22.51124,9,5,1,3,55.6,11.1,33.3
RCP05578,1.7302574999999998,8,6,1,1,75.0,12.5,12.5
RCP05579,11.251495000000002,13,5,2,6,38.5,15.4,46.2
RCP05580,16.498929999999998,13,6,1,6,46.2,7.7,46.2
RCP05581,19.635765,9,5,1,3,55.6,11.1,33.3
RCP05582,3.28578,9,4,1,4,44.4,11.1,44.4
RCP05583,32.562676999999994,13,6,2,5,46.2,15.4,38.5
RCP05584,19.7274425,8,6,1,1,75.0,12.5,12.5
RCP05585,5.926102500000001,13,8,1,4,61.5,7.7,30.8
RCP05586,24.614904999999997,8,4,2,2,50.0,25.0,25.0
RCP05587,17.724,14,9,3,2,64.3,21.4,14.3
RCP05588,5.998445,12,7,1,4,58.3,8.3,33.3
RCP05589,4.72368,8,4,1,3,50.0,12.5,37.5
RCP05590,6.576030000000002,14,12,1,1,85.7,7.1,7.1
RCP05591,4.70325,9,2,3,4,22.2,33.3,44.4
RCP05592,15.115080999999998,11,5,2,4,45.5,18.2,36.4
RCP05593,3.3470400000000002,8,4,2,2,50.0,25.0,25.0
RCP05594,58.218353500000006,13,7,2,4,53.8,15.4,30.8
RCP05595,1.3622750000000001,7,3,1,3,42.9,14.3,42.9
RCP05596,17.044512499999996,9,4,3,2,44.4,33.3,22.2
RCP05597,4.06621,9,5,1,3,55.6,11.1,33.3
RCP05598,0.6372499999999999,6,3,1,2,50.0,16.7,33.3
RCP05599,29.4839,8,4,2,2,50.0,25.0,25.0
RCP05600,8.625653000000002,14,7,2,5,50.0,14.3,35.7
RCP05601,51.500075,8,4,1,3,50.0,12.5,37.5
RCP05602,6.43243,7,3,1,3,42.9,14.3,42.9
RCP05603,23.283896,8,4,1,3,50.0,12.5,37.5
RCP05604,2.37068,7,3,2,2,42.9,28.6,28.6
RCP05605,7.8895775,13,6,2,5,46.2,15.4,38.5
RCP05606,28.832020500000002,18,8,2,8,44.4,11.1,44.4
RCP05607,40.70289999999999,12,6,2,4,50.0,16.7,33.3
RCP05608,13.894144,16,5,3,8,31.2,18.8,50.0
RCP05609,1.0124700000000002,9,5,2,2,55.6,22.2,22.2
RCP05610,1.34046,8,4,2,2,50.0,25.0,25.0
RCP05611,8.307695,9,3,3,3,33.3,33.3,33.3
RCP05612,11.612276000000001,15,7,1,7,46.7,6.7,46.7
RCP05613,12.034049999999999,8,4,2,2,50.0,25.0,25.0
RCP05614,6.024851000000001,9,5,1,3,55.6,11.1,33.3
RCP05615,1.9329999999999998,5,2,2,1,40.0,40.0,20.0
RCP05616,24.596702999999994,14,9,3,2,64.3,21.4,14.3
RCP05617,19.286185,11,7,2,2,63.6,18.2,18.2
RCP05618,22.97704,19,11,1,7,57.9,5.3,36.8
RCP05619,8.021555000000001,10,5,1,4,50.0,10.0,40.0
RCP05620,0.8617900000000001,8,4,2,2,50.0,25.0,25.0
RCP05621,44.56868,6,3,1,2,50.0,16.7,33.3
RCP05622,7.706645000000001,10,5,3,2,50.0,30.0,20.0
RCP05623,14.723235,19,10,2,7,52.6,10.5,36.8
RCP05624,26.92934,11,6,2,3,54.5,18.2,27.3
RCP05625,11.092197500000003,14,8,2,4,57.1,14.3,28.6
RCP05626,29.46312,9,6,1,2,66.7,11.1,22.2
RCP05627,7.1922,5,2,1,2,40.0,20.0,40.0
RCP05628,31.833489999999998,13,7,3,3,53.8,23.1,23.1
RCP05629,3.9991199999999996,19,13,1,5,68.4,5.3,26.3
RCP05630,33.461400000000005,12,5,2,5,41.7,16.7,41.7
RCP05631,26.861769999999996,8,4,1,3,50.0,12.5,37.5
RCP05632,9.174385000000001,13,10,1,2,76.9,7.7,15.4
RCP05633,2.49708,10,5,2,3,50.0,20.0,30.0
RCP05634,17.986369999999997,9,5,2,2,55.6,22.2,22.2
RCP05635,21.247035,6,3,1,2,50.0,16.7,33.3
RCP05636,20.782230000000002,10,7,1,2,70.0,10.0,20.0
RCP05637,8.378242,12,6,2,4,50.0,16.7,33.3
RCP05638,3.53725,11,6,2,3,54.5,18.2,27.3
RCP05639,16.58558,7,4,2,1,57.1,28.6,14.3
RCP05640,11.55679,19,10,1,8,52.6,5.3,42.1
RCP05641,12.5241735,14,7,3,4,50.0,21.4,28.6
RCP05642,9.949017,12,5,2,5,41.7,16.7,41.7
RCP05643,33.49874,9,5,2,2,55.6,22.2,22.2
RCP05644,5.008125,14,6,4,4,42.9,28.6,28.6
RCP05645,0.5289,5,3,1,1,60.0,20.0,20.0
RCP05646,6.17185,13,6,2,5,46.2,15.4,38.5
RCP05647,36.019808999999995,9,5,1,3,55.6,11.1,33.3
RCP05648,10.705815,10,7,2,1,70.0,20.0,10.0
RCP05649,8.7381,9,3,2,4,33.3,22.2,44.4
RCP05650,25.241294999999997,6,3,1,2,50.0,16.7,33.3
RCP05651,11.51086,9,2,2,5,22.2,22.2,55.6
RCP05652,19.512334999999997,9,5,1,3,55.6,11.1,33.3
RCP05653,3.0511,12,5,2,5,41.7,16.7,41.7
RCP05654,34.03716999999999,9,6,1,2,66.7,11.1,22.2
RCP05655,38.50729,15,7,4,4,46.7,26.7,26.7
RCP05656,57.27688,9,5,2,2,55.6,22.2,22.2
RCP05657,5.01117,13,6,2,5,46.2,15.4,38.5
RCP05658,23.17858499999999,15,8,4,3,53.3,26.7,20.0
RCP05659,23.628670000000003,7,3,3,1,42.9,42.9,14.3
RCP05660,6.123055,8,5,1,2,62.5,12.5,25.0
RCP05661,18.892246999999998,14,9,1,4,64.3,7.1,28.6
RCP05662,1.543175,7,4,1,2,57.1,14.3,28.6
RCP05663,4.490351,9,3,1,5,33.3,11.1,55.6
RCP05664,11.023489999999999,18,8,3,7,44.4,16.7,38.9
RCP05665,36.97312,8,4,3,1,50.0,37.5,12.5
RCP05666,6.00619,8,4,2,2,50.0,25.0,25.0
RCP05667,2.8446499999999997,10,6,2,2,60.0,20.0,20.0
RCP05668,0.80894,8,5,1,2,62.5,12.5,25.0
RCP05669,8.603179999999998,11,3,3,5,27.3,27.3,45.5
RCP05670,9.90467,8,4,2,2,50.0,25.0,25.0
RCP05671,13.322,5,3,1,1,60.0,20.0,20.0
RCP05672,14.5796,8,2,3,3,25.0,37.5,37.5
RCP05673,4.1995525,13,9,1,3,69.2,7.7,23.1
RCP05674,13.105447000000002,12,7,2,3,58.3,16.7,25.0
RCP05675,3.3010749999999995,9,5,3,1,55.6,33.3,11.1
RCP05676,13.364469999999999,9,3,2,4,33.3,22.2,44.4
RCP05677,4.506220000000001,5,2,2,1,40.0,40.0,20.0
RCP05678,4.20528,12,6,3,3,50.0,25.0,25.0
RCP05679,13.724377499999997,8,3,1,4,37.5,12.5,50.0
RCP05680,21.179039999999993,7,4,1,2,57.1,14.3,28.6
RCP05681,18.637704999999997,9,5,1,3,55.6,11.1,33.3
RCP05682,0.83832,8,4,1,3,50.0,12.5,37.5
RCP05683,2.4529120000000004,12,7,2,3,58.3,16.7,25.0
RCP05684,35.44592,8,5,2,1,62.5,25.0,12.5
RCP05685,16.53107,10,5,1,4,50.0,10.0,40.0
RCP05686,3.26006,10,6,1,3,60.0,10.0,30.0
RCP05687,29.456275999999995,10,6,1,3,60.0,10.0,30.0
RCP05688,1.6573,9,5,2,2,55.6,22.2,22.2
RCP05689,10.5565845,13,5,2,6,38.5,15.4,46.2
RCP05690,2.9292,5,3,1,1,60.0,20.0,20.0
RCP05691,11.5859825,15,5,2,8,33.3,13.3,53.3
RCP05692,50.58874,9,5,1,3,55.6,11.1,33.3
RCP05693,2.56641,8,4,2,2,50.0,25.0,25.0
RCP05694,5.39041,8,4,2,2,50.0,25.0,25.0
RCP05695,16.1518975,17,8,5,4,47.1,29.4,23.5
RCP05696,1.99589,9,4,2,3,44.4,22.2,33.3
RCP05697,3.5412240000000006,6,2,1,3,33.3,16.7,50.0
RCP05698,5.5070315,8,4,1,3,50.0,12.5,37.5
RCP05699,13.4286,9,5,2,2,55.6,22.2,22.2
RCP05700,4.184613,8,3,2,3,37.5,25.0,37.5
RCP05701,13.74428,8,5,1,2,62.5,12.5,25.0
RCP05702,15.78495,9,3,1,5,33.3,11.1,55.6
RCP05703,2.81399,16,10,1,5,62.5,6.2,31.2
RCP05704,6.147155000000001,7,2,1,4,28.6,14.3,57.1
RCP05705,28.682745,5,3,1,1,60.0,20.0,20.0
RCP05706,5.845530000000001,7,3,1,3,42.9,14.3,42.9
RCP05707,35.17329999999999,19,9,3,7,47.4,15.8,36.8
RCP05708,58.6751725,10,4,2,4,40.0,20.0,40.0
RCP05709,8.187199,8,4,1,3,50.0,12.5,37.5
RCP05710,0.6254000000000001,7,5,1,1,71.4,14.3,14.3
RCP05711,31.357779999999995,11,6,1,4,54.5,9.1,36.4
RCP05712,24.212203,6,3,1,2,50.0,16.7,33.3
RCP05713,1.04402,6,3,2,1,50.0,33.3,16.7
RCP05714,26.397506,19,10,1,8,52.6,5.3,42.1
RCP05715,26.128527499999997,12,7,3,2,58.3,25.0,16.7
RCP05716,48.999725,5,3,1,1,60.0,20.0,20.0
RCP05717,15.996310500000003,14,7,2,5,50.0,14.3,35.7
RCP05718,0.6627700000000001,7,4,2,1,57.1,28.6,14.3
RCP05719,7.057892,13,6,3,4,46.2,23.1,30.8
RCP05720,48.58904999999999,8,6,1,1,75.0,12.5,12.5
RCP05721,3.9140700000000006,6,2,2,2,33.3,33.3,33.3
RCP05722,7.06835,5,3,1,1,60.0,20.0,20.0
RCP05723,27.2992265,17,7,3,7,41.2,17.6,41.2
RCP05724,23.656599999999997,7,3,2,2,42.9,28.6,28.6
RCP05725,2.342865,14,9,1,4,64.3,7.1,28.6
RCP05726,8.629377,10,4,1,5,40.0,10.0,50.0
RCP05727,10.05633,14,12,1,1,85.7,7.1,7.1
RCP05728,8.8090785,14,9,2,3,64.3,14.3,21.4
RCP05729,18.347421999999998,17,9,2,6,52.9,11.8,35.3
RCP05730,25.141540000000003,10,7,1,2,70.0,10.0,20.0
RCP05731,22.571535,11,6,1,4,54.5,9.1,36.4
RCP05732,22.36441,6,3,2,1,50.0,33.3,16.7
RCP05733,9.133529999999999,14,8,3,3,57.1,21.4,21.4
RCP05734,49.980500000000006,8,4,1,3,50.0,12.5,37.5
RCP05735,1.6950800000000001,12,7,1,4,58.3,8.3,33.3
RCP05736,4.01925,5,2,1,2,40.0,20.0,40.0
RCP05737,1.9405599999999998,7,3,1,3,42.9,14.3,42.9
RCP05738,20.53681,11,4,2,5,36.4,18.2,45.5
RCP05739,1.421625,13,7,1,5,53.8,7.7,38.5
RCP05740,12.840921999999999,14,6,2,6,42.9,14.3,42.9
RCP05741,49.596243,12,5,3,4,41.7,25.0,33.3
RCP05742,0.75186,6,4,1,1,66.7,16.7,16.7
RCP05743,3.3880800000000004,8,2,3,3,25.0,37.5,37.5
RCP05744,1.09449,9,6,2,1,66.7,22.2,11.1
RCP05745,14.088006,18,9,1,8,50.0,5.6,44.4
RCP05746,3.91557,17,10,3,4,58.8,17.6,23.5
RCP05747,7.164184,13,5,2,6,38.5,15.4,46.2
RCP05748,17.15974,6,3,1,2,50.0,16.7,33.3
RCP05749,11.13403,12,5,1,6,41.7,8.3,50.0
RCP05750,1.19365,7,5,1,1,71.4,14.3,14.3
RCP05751,8.304920000000001,13,8,1,4,61.5,7.7,30.8
RCP05752,14.78707,13,9,2,2,69.2,15.4,15.4
RCP05753,33.043906,5,2,1,2,40.0,20.0,40.0
RCP05754,4.633475000000001,9,5,1,3,55.6,11.1,33.3
RCP05755,1.8962999999999999,9,6,2,1,66.7,22.2,11.1
RCP05756,7.6591,15,8,3,4,53.3,20.0,26.7
RCP05757,19.677375,5,3,1,1,60.0,20.0,20.0
RCP05758,2.99178,9,6,2,1,66.7,22.2,11.1
RCP05759,7.281220000000001,11,7,1,3,63.6,9.1,27.3
RCP05760,4.095749999999999,8,3,2,3,37.5,25.0,37.5
RCP05761,65.13233000000001,14,7,1,6,50.0,7.1,42.9
RCP05762,3.1885,11,6,1,4,54.5,9.1,36.4
RCP05763,4.85628,6,3,1,2,50.0,16.7,33.3
RCP05764,43.9032815,5,2,1,2,40.0,20.0,40.0
RCP05765,17.6413,11,5,1,5,45.5,9.1,45.5
RCP05766,16.819999999999997,14,10,2,2,71.4,14.3,14.3
RCP05767,8.38735,5,2,1,2,40.0,20.0,40.0
RCP05768,2.4644,6,2,2,2,33.3,33.3,33.3
RCP05769,1.58826,9,5,1,3,55.6,11.1,33.3
RCP05770,4.645639999999999,11,6,3,2,54.5,27.3,18.2
RCP05771,7.504071,12,5,1,6,41.7,8.3,50.0
RCP05772,28.204545,14,8,2,4,57.1,14.3,28.6
RCP05773,1.28484,8,5,1,2,62.5,12.5,25.0
RCP05774,55.14960799999999,17,10,1,6,58.8,5.9,35.3
RCP05775,1.2606,6,2,1,3,33.3,16.7,50.0
RCP05776,19.093024999999997,8,3,2,3,37.5,25.0,37.5
RCP05777,3.7598699999999994,8,4,3,1,50.0,37.5,12.5
RCP05778,39.90827999999999,13,8,1,4,61.5,7.7,30.8
RCP05779,1.8923999999999999,7,5,1,1,71.4,14.3,14.3
RCP05780,7.325559999999999,12,3,3,6,25.0,25.0,50.0
RCP05781,2.66991,9,6,1,2,66.7,11.1,22.2
RCP05782,37.202419000000006,19,12,3,4,63.2,15.8,21.1
RCP05783,3.925275,5,2,1,2,40.0,20.0,40.0
RCP05784,14.679869999999998,17,10,1,6,58.8,5.9,35.3
RCP05785,47.345189999999995,8,5,1,2,62.5,12.5,25.0
RCP05786,3.9466500000000004,5,2,1,2,40.0,20.0,40.0
RCP05787,7.33857,14,7,3,4,50.0,21.4,28.6
RCP05788,26.108195,18,8,3,7,44.4,16.7,38.9
RCP05789,1.3989,8,4,2,2,50.0,25.0,25.0
RCP05790,2.2448525,8,4,1,3,50.0,12.5,37.5
RCP05791,2.5512125,8,3,3,2,37.5,37.5,25.0
RCP05792,12.268680000000002,7,4,1,2,57.1,14.3,28.6
RCP05793,5.910380000000001,14,8,3,3,57.1,21.4,21.4
RCP05794,23.030880000000003,19,8,7,4,42.1,36.8,21.1
RCP05795,3.35055,6,2,2,2,33.3,33.3,33.3
RCP05796,13.8799475,9,4,2,3,44.4,22.2,33.3
RCP05797,13.094759999999999,6,4,1,1,66.7,16.7,16.7
RCP05798,10.913195,17,13,1,3,76.5,5.9,17.6
RCP05799,21.844675000000002,12,7,3,2,58.3,25.0,16.7
RCP05800,7.33331,6,3,1,2,50.0,16.7,33.3
RCP05801,4.726050000000001,5,3,1,1,60.0,20.0,20.0
RCP05802,6.50685,10,5,2,3,50.0,20.0,30.0
