recipe_id,co2e_kg,n_ingr,n_sr,n_gen,usda_pct,generic_pct
RCP04842,2.5741399999999994,15,10,5,66.7,33.3
RCP04843,7.14189,8,5,3,62.5,37.5
RCP04844,14.22291,7,4,3,57.1,42.9
RCP04845,4.041899,12,6,6,50.0,50.0
RCP04846,17.011908000000002,9,5,4,55.6,44.4
RCP04847,12.662249500000001,13,9,4,69.2,30.8
RCP04848,10.971874999999999,8,3,5,37.5,62.5
RCP04849,5.0489045,13,5,8,38.5,61.5
RCP04850,31.294815,6,4,2,66.7,33.3
RCP04851,55.8241,9,4,5,44.4,55.6
RCP04852,1.88828,9,5,4,55.6,44.4
RCP04853,19.24243,8,4,4,50.0,50.0
RCP04854,2.720836,9,4,5,44.4,55.6
RCP04855,8.1848365,15,6,9,40.0,60.0
RCP04856,24.279014999999998,8,6,2,75.0,25.0
RCP04857,6.922859999999999,9,6,3,66.7,33.3
RCP04858,3.91239,13,4,9,30.8,69.2
RCP04859,2.109202,6,3,3,50.0,50.0
RCP04860,6.55059,8,4,4,50.0,50.0
RCP04861,6.396615,8,4,4,50.0,50.0
RCP04862,13.272495,11,4,7,36.4,63.6
RCP04863,10.34375,5,3,2,60.0,40.0
RCP04864,7.56731,11,3,8,27.3,72.7
RCP04865,14.873619999999999,7,3,4,42.9,57.1
RCP04866,8.214455000000001,9,4,5,44.4,55.6
RCP04867,6.286873499999999,9,5,4,55.6,44.4
RCP04868,8.42381,10,4,6,40.0,60.0
RCP04869,8.095419500000002,9,4,5,44.4,55.6
RCP04870,54.606805,9,3,6,33.3,66.7
RCP04871,46.282327499999994,7,4,3,57.1,42.9
RCP04872,26.342198999999997,16,7,9,43.8,56.2
RCP04873,4.06759,15,8,7,53.3,46.7
RCP04874,2.7713305,8,3,5,37.5,62.5
RCP04875,28.232224499999994,16,8,8,50.0,50.0
RCP04876,10.60633,13,9,4,69.2,30.8
RCP04877,11.350425000000001,13,8,5,61.5,38.5
RCP04878,7.008909999999999,8,5,3,62.5,37.5
RCP04879,1.56985,5,3,2,60.0,40.0
RCP04880,2.5478704999999997,9,5,4,55.6,44.4
RCP04881,10.623175999999999,9,6,3,66.7,33.3
RCP04882,20.316879500000002,18,9,9,50.0,50.0
RCP04883,3.9112069999999997,11,8,3,72.7,27.3
RCP04884,2.475735,11,6,5,54.5,45.5
RCP04885,9.025183,12,9,3,75.0,25.0
RCP04886,5.355885,12,8,4,66.7,33.3
RCP04887,4.769201999999999,13,9,4,69.2,30.8
RCP04888,1.07971,8,4,4,50.0,50.0
RCP04889,6.534295500000001,11,6,5,54.5,45.5
RCP04890,1.10835,5,3,2,60.0,40.0
RCP04891,23.72076,10,4,6,40.0,60.0
RCP04892,8.797228000000002,13,7,6,53.8,46.2
RCP04893,16.56944,16,9,7,56.2,43.8
RCP04894,25.923529999999992,14,6,8,42.9,57.1
RCP04895,15.426872999999999,8,5,3,62.5,37.5
RCP04896,27.042002,17,10,7,58.8,41.2
RCP04897,13.58834,7,3,4,42.9,57.1
RCP04898,3.670407,16,12,4,75.0,25.0
RCP04899,1.12347,5,3,2,60.0,40.0
RCP04900,8.7581675,9,3,6,33.3,66.7
RCP04901,15.972229999999998,9,6,3,66.7,33.3
RCP04902,29.119685,14,6,8,42.9,57.1
RCP04903,3.76931,10,3,7,30.0,70.0
RCP04904,42.09297049999999,13,7,6,53.8,46.2
RCP04905,10.150701999999999,8,4,4,50.0,50.0
RCP04906,5.970564999999999,8,5,3,62.5,37.5
RCP04907,1.9899900000000001,5,2,3,40.0,60.0
RCP04908,36.661285,8,5,3,62.5,37.5
RCP04909,1.548205,14,10,4,71.4,28.6
RCP04910,15.142955500000003,14,4,10,28.6,71.4
RCP04911,8.632595000000002,12,8,4,66.7,33.3
RCP04912,16.234925,14,6,8,42.9,57.1
RCP04913,8.101175,9,4,5,44.4,55.6
RCP04914,29.788152499999995,11,6,5,54.5,45.5
RCP04915,2.191059,14,10,4,71.4,28.6
RCP04916,16.575836999999996,19,10,9,52.6,47.4
RCP04917,20.738643000000003,14,8,6,57.1,42.9
RCP04918,44.804614,14,8,6,57.1,42.9
RCP04919,4.147,7,2,5,28.6,71.4
RCP04920,36.31419,13,7,6,53.8,46.2
RCP04921,9.892221999999999,8,5,3,62.5,37.5
RCP04922,51.270100000000006,6,3,3,50.0,50.0
RCP04923,10.328726,7,4,3,57.1,42.9
RCP04924,23.6704675,13,6,7,46.2,53.8
RCP04925,3.690091,10,6,4,60.0,40.0
RCP04926,29.527455,8,4,4,50.0,50.0
RCP04927,8.8329,12,5,7,41.7,58.3
RCP04928,2.41436,11,9,2,81.8,18.2
RCP04929,20.12248,8,5,3,62.5,37.5
RCP04930,58.67954,13,6,7,46.2,53.8
RCP04931,23.014459999999996,10,5,5,50.0,50.0
RCP04932,9.949361,15,8,7,53.3,46.7
RCP04933,6.576483500000001,13,8,5,61.5,38.5
RCP04934,13.065840999999999,12,9,3,75.0,25.0
RCP04935,8.42878,10,5,5,50.0,50.0
RCP04936,4.578179999999999,13,8,5,61.5,38.5
RCP04937,34.110391,15,9,6,60.0,40.0
RCP04938,1.163646,9,5,4,55.6,44.4
RCP04939,45.5707765,18,10,8,55.6,44.4
RCP04940,20.64203,17,12,5,70.6,29.4
RCP04941,30.5916,6,2,4,33.3,66.7
RCP04942,6.262700000000001,7,2,5,28.6,71.4
RCP04943,4.407986999999999,9,5,4,55.6,44.4
RCP04944,4.0778785,14,12,2,85.7,14.3
RCP04945,58.62488399999999,15,8,7,53.3,46.7
RCP04946,2.01992,5,2,3,40.0,60.0
RCP04947,58.33324199999999,13,5,8,38.5,61.5
RCP04948,2.643181,11,7,4,63.6,36.4
RCP04949,2.571249999999999,13,10,3,76.9,23.1
RCP04950,12.285447499999998,7,5,2,71.4,28.6
RCP04951,7.17253,7,4,3,57.1,42.9
RCP04952,18.46956,9,6,3,66.7,33.3
RCP04953,33.40235,7,3,4,42.9,57.1
RCP04954,4.889262,13,8,5,61.5,38.5
RCP04955,4.53588,5,2,3,40.0,60.0
RCP04956,30.67082,8,4,4,50.0,50.0
RCP04957,36.53222000000001,13,8,5,61.5,38.5
RCP04958,9.467702000000001,18,8,10,44.4,55.6
RCP04959,12.8182175,18,11,7,61.1,38.9
RCP04960,21.91725,7,5,2,71.4,28.6
RCP04961,1.210899,8,5,3,62.5,37.5
RCP04962,8.589719999999998,7,3,4,42.9,57.1
RCP04963,10.015525999999998,13,8,5,61.5,38.5
RCP04964,36.48825,5,2,3,40.0,60.0
RCP04965,3.7363669999999995,11,6,5,54.5,45.5
RCP04966,6.828024999999999,9,5,4,55.6,44.4
RCP04967,22.536870999999998,8,5,3,62.5,37.5
RCP04968,48.40267000000001,16,8,8,50.0,50.0
RCP04969,17.225311,16,7,9,43.8,56.2
RCP04970,2.263225,6,3,3,50.0,50.0
RCP04971,25.538384999999995,14,9,5,64.3,35.7
RCP04972,23.003012000000002,13,6,7,46.2,53.8
RCP04973,23.679243999999997,8,4,4,50.0,50.0
RCP04974,6.637445,9,5,4,55.6,44.4
RCP04975,21.926319999999997,7,3,4,42.9,57.1
RCP04976,2.548389,7,3,4,42.9,57.1
RCP04977,6.550604,12,4,8,33.3,66.7
RCP04978,3.6546164999999995,10,7,3,70.0,30.0
RCP04979,5.550726999999999,13,8,5,61.5,38.5
RCP04980,20.922103500000002,13,9,4,69.2,30.8
RCP04981,0.92623,7,5,2,71.4,28.6
RCP04982,1.3853870000000001,6,4,2,66.7,33.3
RCP04983,2.389448,12,6,6,50.0,50.0
RCP04984,1.8167499999999999,6,2,4,33.3,66.7
RCP04985,17.672042,18,12,6,66.7,33.3
RCP04986,6.09932,11,6,5,54.5,45.5
RCP04987,13.737949999999998,19,8,11,42.1,57.9
RCP04988,25.154685999999998,18,7,11,38.9,61.1
RCP04989,4.0207,5,2,3,40.0,60.0
RCP04990,22.924838000000005,11,7,4,63.6,36.4
RCP04991,1.419247,9,6,3,66.7,33.3
RCP04992,17.58971,11,7,4,63.6,36.4
RCP04993,10.739734999999998,14,6,8,42.9,57.1
RCP04994,6.64332,5,3,2,60.0,40.0
RCP04995,18.265300000000003,19,9,10,47.4,52.6
RCP04996,2.613896,8,3,5,37.5,62.5
RCP04997,34.960339999999995,13,6,7,46.2,53.8
RCP04998,60.3181435,9,4,5,44.4,55.6
RCP04999,3.8197,6,2,4,33.3,66.7
RCP05000,48.97838149999999,13,7,6,53.8,46.2
RCP05001,5.478217,12,4,8,33.3,66.7
RCP05002,4.0213325,9,3,6,33.3,66.7
RCP05003,26.546171000000005,14,9,5,64.3,35.7
RCP05004,28.705705,15,7,8,46.7,53.3
RCP05005,1.8205855,9,6,3,66.7,33.3
RCP05006,1.531636,8,5,3,62.5,37.5
RCP05007,1.9033900000000001,9,3,6,33.3,66.7
RCP05008,5.361092999999999,17,10,7,58.8,41.2
RCP05009,34.8975505,13,7,6,53.8,46.2
RCP05010,23.5406105,14,5,9,35.7,64.3
RCP05011,4.483289999999999,9,5,4,55.6,44.4
RCP05012,59.88511,8,4,4,50.0,50.0
RCP05013,13.506439999999998,9,4,5,44.4,55.6
RCP05014,9.708688,11,3,8,27.3,72.7
RCP05015,10.074837,11,3,8,27.3,72.7
RCP05016,42.29151650000001,14,6,8,42.9,57.1
RCP05017,17.987856999999998,9,3,6,33.3,66.7
RCP05018,3.7464999999999993,9,5,4,55.6,44.4
RCP05019,2.6634405,12,6,6,50.0,50.0
RCP05020,35.26517799999999,13,7,6,53.8,46.2
RCP05021,43.814966999999996,9,7,2,77.8,22.2
RCP05022,42.715148,9,4,5,44.4,55.6
RCP05023,5.422785999999999,10,7,3,70.0,30.0
RCP05024,22.570604999999997,8,3,5,37.5,62.5
RCP05025,10.721831,9,3,6,33.3,66.7
RCP05026,27.424434999999995,9,6,3,66.7,33.3
RCP05027,14.526755999999997,9,6,3,66.7,33.3
RCP05028,18.4062,8,3,5,37.5,62.5
RCP05029,4.63381,8,5,3,62.5,37.5
RCP05030,6.257157,8,5,3,62.5,37.5
RCP05031,4.7150555,6,2,4,33.3,66.7
RCP05032,19.238816999999994,14,6,8,42.9,57.1
RCP05033,23.901423,13,7,6,53.8,46.2
RCP05034,14.551290999999999,10,5,5,50.0,50.0
RCP05035,2.6666119999999998,12,9,3,75.0,25.0
RCP05036,1.18748,11,7,4,63.6,36.4
RCP05037,26.229016,14,8,6,57.1,42.9
RCP05038,5.268592999999998,9,4,5,44.4,55.6
RCP05039,17.608639999999998,11,5,6,45.5,54.5
RCP05040,8.289691,16,9,7,56.2,43.8
RCP05041,12.384085,12,6,6,50.0,50.0
RCP05042,1.4571999999999998,6,4,2,66.7,33.3
RCP05043,20.360281999999998,15,7,8,46.7,53.3
RCP05044,18.41808,7,4,3,57.1,42.9
RCP05045,22.2984065,17,12,5,70.6,29.4
RCP05046,7.906959999999999,17,13,4,76.5,23.5
RCP05047,8.443227,12,5,7,41.7,58.3
RCP05048,4.23833,8,4,4,50.0,50.0
RCP05049,4.07672,6,3,3,50.0,50.0
RCP05050,30.40885,10,6,4,60.0,40.0
RCP05051,2.4328960000000004,11,5,6,45.5,54.5
RCP05052,30.872549999999997,8,4,4,50.0,50.0
RCP05053,1.50374,7,4,3,57.1,42.9
RCP05054,24.574263,7,5,2,71.4,28.6
RCP05055,3.4236,13,6,7,46.2,53.8
RCP05056,1.9163499999999996,9,5,4,55.6,44.4
RCP05057,0.9712400000000001,5,3,2,60.0,40.0
RCP05058,19.439647,10,7,3,70.0,30.0
RCP05059,23.313049999999997,9,4,5,44.4,55.6
RCP05060,9.3041965,10,5,5,50.0,50.0
RCP05061,4.0725225,14,6,8,42.9,57.1
RCP05062,16.674129999999998,11,7,4,63.6,36.4
RCP05063,13.350102,13,4,9,30.8,69.2
RCP05064,26.147523,14,3,11,21.4,78.6
RCP05065,17.940454,17,8,9,47.1,52.9
RCP05066,11.689469999999998,6,3,3,50.0,50.0
RCP05067,31.77564,8,3,5,37.5,62.5
RCP05068,12.701875,7,3,4,42.9,57.1
RCP05069,8.835621,10,4,6,40.0,60.0
RCP05070,2.7479500000000003,8,4,4,50.0,50.0
RCP05071,0.65725,8,4,4,50.0,50.0
RCP05072,9.67912,8,6,2,75.0,25.0
RCP05073,10.45981,9,6,3,66.7,33.3
RCP05074,54.70528600000001,14,8,6,57.1,42.9
RCP05075,53.709382999999995,10,3,7,30.0,70.0
RCP05076,22.46651599999999,14,5,9,35.7,64.3
RCP05077,32.1694835,6,3,3,50.0,50.0
RCP05078,1.366176,9,6,3,66.7,33.3
RCP05079,24.96273,14,5,9,35.7,64.3
RCP05080,1.5454995,8,5,3,62.5,37.5
RCP05081,5.76435,8,5,3,62.5,37.5
RCP05082,41.04405,5,2,3,40.0,60.0
RCP05083,1.77854,7,4,3,57.1,42.9
RCP05084,17.769424500000007,19,9,10,47.4,52.6
RCP05085,1.4344999999999999,6,3,3,50.0,50.0
RCP05086,12.821456,9,5,4,55.6,44.4
RCP05087,14.073419,8,4,4,50.0,50.0
RCP05088,36.71458499999999,6,3,3,50.0,50.0
RCP05089,1.2125799999999998,7,4,3,57.1,42.9
RCP05090,2.167932,8,4,4,50.0,50.0
RCP05091,18.47124,9,5,4,55.6,44.4
RCP05092,36.52452649999999,18,8,10,44.4,55.6
RCP05093,10.4987625,8,4,4,50.0,50.0
RCP05094,64.58447549999998,13,6,7,46.2,53.8
RCP05095,1.37276,8,4,4,50.0,50.0
RCP05096,44.489435,9,5,4,55.6,44.4
RCP05097,1.5466849999999999,14,9,5,64.3,35.7
RCP05098,3.8084735,15,8,7,53.3,46.7
RCP05099,6.724539999999999,14,8,6,57.1,42.9
RCP05100,61.06277899999999,9,6,3,66.7,33.3
RCP05101,13.330725,14,10,4,71.4,28.6
RCP05102,43.50571,8,2,6,25.0,75.0
RCP05103,31.571295,5,3,2,60.0,40.0
RCP05104,3.1754100000000003,5,3,2,60.0,40.0
RCP05105,18.45601,8,4,4,50.0,50.0
RCP05106,30.0566495,16,7,9,43.8,56.2
RCP05107,20.224834999999995,12,5,7,41.7,58.3
RCP05108,63.89298499999999,18,9,9,50.0,50.0
RCP05109,27.86513,15,8,7,53.3,46.7
RCP05110,1.7364000000000002,12,6,6,50.0,50.0
RCP05111,15.191949999999999,8,3,5,37.5,62.5
RCP05112,3.6573,8,5,3,62.5,37.5
RCP05113,10.75659,7,3,4,42.9,57.1
RCP05114,1.95003,10,5,5,50.0,50.0
RCP05115,1.4287900000000002,14,10,4,71.4,28.6
RCP05116,5.716049999999998,9,3,6,33.3,66.7
RCP05117,5.765580999999999,16,8,8,50.0,50.0
RCP05118,5.627705000000001,9,3,6,33.3,66.7
RCP05119,27.839364999999997,12,6,6,50.0,50.0
RCP05120,16.2193425,14,8,6,57.1,42.9
RCP05121,11.437896,12,9,3,75.0,25.0
RCP05122,2.9843105000000003,7,3,4,42.9,57.1
RCP05123,13.536233,7,2,5,28.6,71.4
RCP05124,24.922926,5,3,2,60.0,40.0
RCP05125,9.18646,8,5,3,62.5,37.5
RCP05126,5.2454655,13,5,8,38.5,61.5
RCP05127,2.0231500000000002,7,3,4,42.9,57.1
RCP05128,2.6476249999999997,8,4,4,50.0,50.0
RCP05129,28.001439999999995,9,6,3,66.7,33.3
RCP05130,5.803856,12,9,3,75.0,25.0
RCP05131,14.92185,12,7,5,58.3,41.7
RCP05132,14.813931,16,6,10,37.5,62.5
RCP05133,1.53356,7,3,4,42.9,57.1
RCP05134,8.643251000000001,9,3,6,33.3,66.7
RCP05135,15.043893999999998,12,7,5,58.3,41.7
RCP05136,18.322139999999997,6,4,2,66.7,33.3
RCP05137,10.840639999999999,9,5,4,55.6,44.4
RCP05138,33.94091349999999,17,9,8,52.9,47.1
RCP05139,6.1471,5,2,3,40.0,60.0
RCP05140,11.2030395,15,5,10,33.3,66.7
RCP05141,4.920780000000001,14,6,8,42.9,57.1
RCP05142,21.4154,10,7,3,70.0,30.0
RCP05143,6.819153000000001,14,7,7,50.0,50.0
RCP05144,25.501189,10,3,7,30.0,70.0
RCP05145,2.7333339999999997,6,3,3,50.0,50.0
RCP05146,7.377010000000001,6,3,3,50.0,50.0
RCP05147,17.837466000000003,12,7,5,58.3,41.7
RCP05148,1.62251,13,8,5,61.5,38.5
RCP05149,8.929635000000001,9,4,5,44.4,55.6
RCP05150,21.788655,9,4,5,44.4,55.6
RCP05151,4.2706,9,5,4,55.6,44.4
RCP05152,25.8540855,14,4,10,28.6,71.4
RCP05153,2.0310629999999996,8,6,2,75.0,25.0
RCP05154,1.10253,8,5,3,62.5,37.5
RCP05155,9.141755,6,3,3,50.0,50.0
RCP05156,29.117900000000002,6,2,4,33.3,66.7
RCP05157,7.6536729999999995,9,5,4,55.6,44.4
RCP05158,13.91871,8,4,4,50.0,50.0
RCP05159,4.5333820000000005,5,2,3,40.0,60.0
RCP05160,8.874188499999999,13,6,7,46.2,53.8
RCP05161,1.94918,9,5,4,55.6,44.4
RCP05162,57.271912,9,5,4,55.6,44.4
RCP05163,28.437749,15,10,5,66.7,33.3
RCP05164,2.5486670000000005,14,6,8,42.9,57.1
RCP05165,1.774225,8,6,2,75.0,25.0
RCP05166,17.883270999999993,12,9,3,75.0,25.0
RCP05167,17.0098155,8,2,6,25.0,75.0
RCP05168,2.41663,13,7,6,53.8,46.2
RCP05169,4.92381,6,4,2,66.7,33.3
RCP05170,4.132415,8,4,4,50.0,50.0
RCP05171,0.81505,6,4,2,66.7,33.3
RCP05172,31.12275,5,2,3,40.0,60.0
RCP05173,4.21659,18,6,12,33.3,66.7
RCP05174,8.051879999999999,9,4,5,44.4,55.6
RCP05175,14.852120000000001,12,4,8,33.3,66.7
RCP05176,4.675416,16,10,6,62.5,37.5
RCP05177,2.2473199999999998,8,4,4,50.0,50.0
RCP05178,9.712509999999998,10,5,5,50.0,50.0
RCP05179,7.4189,6,3,3,50.0,50.0
RCP05180,6.288827,18,9,9,50.0,50.0
RCP05181,8.2579,5,3,2,60.0,40.0
RCP05182,39.61556,12,6,6,50.0,50.0
RCP05183,0.83021,5,3,2,60.0,40.0
RCP05184,8.810738,16,8,8,50.0,50.0
RCP05185,21.404179999999997,12,5,7,41.7,58.3
RCP05186,24.2356815,9,5,4,55.6,44.4
RCP05187,2.6853914999999997,9,5,4,55.6,44.4
RCP05188,2.70435,8,3,5,37.5,62.5
RCP05189,8.32274,10,6,4,60.0,40.0
RCP05190,5.385135,18,11,7,61.1,38.9
RCP05191,33.232800000000005,6,2,4,33.3,66.7
RCP05192,10.928239999999999,11,8,3,72.7,27.3
RCP05193,3.7060199999999996,6,4,2,66.7,33.3
RCP05194,35.456379999999996,10,6,4,60.0,40.0
RCP05195,11.573970000000001,9,4,5,44.4,55.6
RCP05196,18.75445,12,4,8,33.3,66.7
RCP05197,1.50013,6,3,3,50.0,50.0
RCP05198,2.30919,5,3,2,60.0,40.0
RCP05199,8.958825000000001,10,4,6,40.0,60.0
RCP05200,5.97796,9,6,3,66.7,33.3
RCP05201,19.138402499999998,11,5,6,45.5,54.5
RCP05202,7.396414999999999,10,4,6,40.0,60.0
RCP05203,4.932689999999999,9,6,3,66.7,33.3
RCP05204,25.227787000000006,12,5,7,41.7,58.3
RCP05205,19.278759999999995,13,7,6,53.8,46.2
RCP05206,4.64151,7,4,3,57.1,42.9
RCP05207,5.2615125,14,9,5,64.3,35.7
RCP05208,8.876785,12,7,5,58.3,41.7
RCP05209,36.016691,13,8,5,61.5,38.5
RCP05210,22.71222,6,4,2,66.7,33.3
RCP05211,8.04915,10,6,4,60.0,40.0
RCP05212,12.180957,9,3,6,33.3,66.7
RCP05213,3.0368250000000003,12,8,4,66.7,33.3
RCP05214,2.2185499999999996,8,5,3,62.5,37.5
RCP05215,2.7024600000000003,11,8,3,72.7,27.3
RCP05216,14.691299999999998,6,4,2,66.7,33.3
RCP05217,1.4825160000000002,9,4,5,44.4,55.6
RCP05218,7.286865000000001,11,7,4,63.6,36.4
RCP05219,6.8547899999999995,9,4,5,44.4,55.6
RCP05220,9.7623,8,2,6,25.0,75.0
RCP05221,7.8638650000000005,11,6,5,54.5,45.5
RCP05222,17.339776999999998,10,7,3,70.0,30.0
RCP05223,31.56722,12,5,7,41.7,58.3
RCP05224,9.468065999999999,10,5,5,50.0,50.0
RCP05225,2.3160089999999998,8,6,2,75.0,25.0
RCP05226,4.439020000000001,9,5,4,55.6,44.4
RCP05227,12.40413,9,5,4,55.6,44.4
RCP05228,9.97383,8,5,3,62.5,37.5
RCP05229,4.432157,13,6,7,46.2,53.8
RCP05230,36.12555999999999,8,3,5,37.5,62.5
RCP05231,1.78988,7,3,4,42.9,57.1
RCP05232,35.08001,9,5,4,55.6,44.4
RCP05233,28.539914999999997,10,4,6,40.0,60.0
RCP05234,7.8617195,18,10,8,55.6,44.4
RCP05235,4.677569999999999,14,7,7,50.0,50.0
RCP05236,4.769235500000001,12,6,6,50.0,50.0
RCP05237,4.886012999999999,10,8,2,80.0,20.0
RCP05238,42.88921150000001,12,6,6,50.0,50.0
RCP05239,5.001721999999999,8,4,4,50.0,50.0
RCP05240,6.4342825,7,3,4,42.9,57.1
RCP05241,1.79604,6,3,3,50.0,50.0
RCP05242,4.3140600000000004,9,4,5,44.4,55.6
RCP05243,6.970619999999999,13,7,6,53.8,46.2
RCP05244,0.98101,5,3,2,60.0,40.0
RCP05245,3.16367,9,5,4,55.6,44.4
RCP05246,8.86637,13,8,5,61.5,38.5
RCP05247,0.6077890000000001,7,4,3,57.1,42.9
RCP05248,1.344778,9,6,3,66.7,33.3
RCP05249,5.145102,8,4,4,50.0,50.0
RCP05250,5.6966365,10,6,4,60.0,40.0
RCP05251,16.00177,9,5,4,55.6,44.4
RCP05252,7.165180000000001,18,9,9,50.0,50.0
RCP05253,2.6436899999999994,16,10,6,62.5,37.5
RCP05254,23.51645,7,3,4,42.9,57.1
RCP05255,15.139420000000001,10,4,6,40.0,60.0
RCP05256,53.91484299999999,10,7,3,70.0,30.0
RCP05257,2.35214,10,5,5,50.0,50.0
RCP05258,17.64903,5,3,2,60.0,40.0
RCP05259,54.535825,9,4,5,44.4,55.6
RCP05260,3.9341399999999997,8,5,3,62.5,37.5
RCP05261,1.2477600000000002,5,3,2,60.0,40.0
RCP05262,19.205653,9,5,4,55.6,44.4
RCP05263,15.736382999999996,13,6,7,46.2,53.8
RCP05264,9.008548,8,5,3,62.5,37.5
RCP05265,1.510474,9,5,4,55.6,44.4
RCP05266,14.309260000000002,14,6,8,42.9,57.1
RCP05267,9.372219999999999,8,4,4,50.0,50.0
RCP05268,2.6353700000000004,11,7,4,63.6,36.4
RCP05269,34.29876,10,7,3,70.0,30.0
RCP05270,11.939895999999997,16,8,8,50.0,50.0
RCP05271,7.700285,6,3,3,50.0,50.0
RCP05272,2.8806245,12,7,5,58.3,41.7
RCP05273,4.058929999999999,14,8,6,57.1,42.9
RCP05274,9.163689999999999,12,8,4,66.7,33.3
RCP05275,2.2139949999999997,8,5,3,62.5,37.5
RCP05276,9.465579000000002,12,9,3,75.0,25.0
RCP05277,24.337829999999997,9,4,5,44.4,55.6
RCP05278,10.201865,9,5,4,55.6,44.4
RCP05279,59.7870325,10,6,4,60.0,40.0
RCP05280,15.98401,5,3,2,60.0,40.0
RCP05281,3.8996619999999997,13,9,4,69.2,30.8
RCP05282,1.07955,8,4,4,50.0,50.0
RCP05283,27.34664,8,4,4,50.0,50.0
RCP05284,8.830170000000003,8,6,2,75.0,25.0
RCP05285,5.494426000000001,14,6,8,42.9,57.1
RCP05286,5.377128,19,12,7,63.2,36.8
RCP05287,30.7686675,15,11,4,73.3,26.7
RCP05288,11.004605,12,8,4,66.7,33.3
RCP05289,1.7458710000000002,5,2,3,40.0,60.0
RCP05290,21.645697000000002,15,7,8,46.7,53.3
RCP05291,10.573435,17,10,7,58.8,41.2
RCP05292,3.4195634999999998,9,3,6,33.3,66.7
RCP05293,10.716735,14,8,6,57.1,42.9
RCP05294,49.74945,8,3,5,37.5,62.5
RCP05295,22.7814,6,3,3,50.0,50.0
RCP05296,21.059971999999995,14,7,7,50.0,50.0
RCP05297,6.8997150000000005,7,3,4,42.9,57.1
RCP05298,24.445205999999995,18,11,7,61.1,38.9
RCP05299,8.10858,9,4,5,44.4,55.6
RCP05300,6.626263000000002,10,7,3,70.0,30.0
RCP05301,8.982509999999998,7,3,4,42.9,57.1
RCP05302,1.10823,6,4,2,66.7,33.3
RCP05303,3.10933,12,7,5,58.3,41.7
RCP05304,14.72071,11,3,8,27.3,72.7
RCP05305,8.366710000000001,16,7,9,43.8,56.2
RCP05306,18.840815,12,9,3,75.0,25.0
RCP05307,10.244139999999998,17,7,10,41.2,58.8
RCP05308,19.437689,9,6,3,66.7,33.3
RCP05309,0.9079350000000002,6,3,3,50.0,50.0
RCP05310,25.26532499999999,12,7,5,58.3,41.7
RCP05311,25.412376,15,10,5,66.7,33.3
RCP05312,19.831489999999995,7,5,2,71.4,28.6
RCP05313,2.8149149999999996,14,9,5,64.3,35.7
RCP05314,2.6859900000000003,13,10,3,76.9,23.1
RCP05315,13.624934999999999,7,4,3,57.1,42.9
RCP05316,5.176338,12,7,5,58.3,41.7
RCP05317,19.948981,17,7,10,41.2,58.8
RCP05318,4.665131000000001,18,12,6,66.7,33.3
RCP05319,6.8587859999999985,5,2,3,40.0,60.0
RCP05320,7.526536,15,8,7,53.3,46.7
RCP05321,7.71106,5,3,2,60.0,40.0
RCP05322,8.269677500000002,10,5,5,50.0,50.0
RCP05323,5.128974499999999,13,8,5,61.5,38.5
RCP05324,3.4391499999999997,8,5,3,62.5,37.5
RCP05325,37.185199999999995,6,2,4,33.3,66.7
RCP05326,5.950685,12,6,6,50.0,50.0
RCP05327,61.70228249999999,14,7,7,50.0,50.0
RCP05328,36.269256,9,6,3,66.7,33.3
RCP05329,6.409485,7,4,3,57.1,42.9
RCP05330,6.882910000000001,15,8,7,53.3,46.7
RCP05331,30.307602,17,5,12,29.4,70.6
RCP05332,7.2227545,7,3,4,42.9,57.1
RCP05333,58.0743,5,2,3,40.0,60.0
RCP05334,5.129,7,2,5,28.6,71.4
RCP05335,45.88311000000001,7,4,3,57.1,42.9
RCP05336,1.405003,10,5,5,50.0,50.0
RCP05337,25.967315,12,6,6,50.0,50.0
RCP05338,9.373058,13,4,9,30.8,69.2
RCP05339,10.153180999999998,17,11,6,64.7,35.3
RCP05340,1.3295084999999998,7,4,3,57.1,42.9
RCP05341,1.001713,9,7,2,77.8,22.2
RCP05342,7.72722,9,6,3,66.7,33.3
RCP05343,1.826975,7,3,4,42.9,57.1
RCP05344,6.59572,5,2,3,40.0,60.0
RCP05345,16.471212,12,7,5,58.3,41.7
RCP05346,37.4024165,14,6,8,42.9,57.1
RCP05347,21.335745,9,5,4,55.6,44.4
RCP05348,17.3703035,14,6,8,42.9,57.1
RCP05349,16.87616,6,2,4,33.3,66.7
RCP05350,49.124500000000005,8,2,6,25.0,75.0
RCP05351,18.141470999999996,14,6,8,42.9,57.1
RCP05352,21.9372,6,2,4,33.3,66.7
RCP05353,8.275890000000002,9,7,2,77.8,22.2
RCP05354,5.24535,8,3,5,37.5,62.5
RCP05355,10.675887000000001,18,11,7,61.1,38.9
RCP05356,11.65089,17,8,9,47.1,52.9
RCP05357,1.88495,13,7,6,53.8,46.2
RCP05358,33.71243,12,6,6,50.0,50.0
RCP05359,2.5031689999999998,9,4,5,44.4,55.6
RCP05360,11.614074999999998,9,5,4,55.6,44.4
RCP05361,22.827803,11,5,6,45.5,54.5
RCP05362,8.809769999999999,14,8,6,57.1,42.9
RCP05363,0.68024,6,3,3,50.0,50.0
RCP05364,12.7523655,14,7,7,50.0,50.0
RCP05365,3.0326239999999998,9,6,3,66.7,33.3
RCP05366,21.389039999999998,7,2,5,28.6,71.4
